질문,디렉토리
6983,송파구자동차검사소찻습니다,송파구
6984,지하철 9호선 봉은사역 질문입니다.,삼성동
6985,서울에 있는 무인발급기 중에서,기타
6986,메르스 의심,이비인후과
6987,서울영동포서 대림역 가려면,대림동
6988,메르스질문,강북구
6989,메르스검사어디서받을수있나요? 서울...,서울특별시
6990,메르스인가요?,평창동
6991,하이서울관광 안내소위치,서울특별시
6992,거여2ㅡ1구역조한사무실주소,거여동
6993,양수리에서 청량리 막차시간,청량리동
6994,망원 한강공원 에서 텐트치고 잠을 잘...,망원동
6995,망원 한강공원 에서 텐트치고 잠을 잘...,서울특별시
6996,605번 첫차 노량진역 몇시에 지나가나...,노량진동
6997,중계역에서도봉산가는시간표ㅡ,중계동
6998,동작구청 주차장 평일 18시 이후,노량진동
6999,서대문구청문화샌타,서대문구
7000,옥수극동그린아파트에서삼성역가기,옥수동
7001,도봉구 거주..메르스,도봉구
7002,상봉역대상건물위치,상봉동
7003,수유역에서심야버스사당역가는버스타는...,삼성동
7004,무인발급기 가족관계증명서,가족관계 증명민원
7005,남부터미널에서 먹골 막차전철,"지하철, 전철"
7006,삼성서울병원 에서 목5동까지 가는 제...,서울특별시
7007,신분증분실했습니다ㅠ,주민등록증 발급
7008,가족관계증명서,"가족, 개인 민원"
7009,혼인신고 취소방법,제신고 민원
7010,여권사진 규정 질문,"여권, 비자 민원"
7011,"공공근로, 아르바이트 겸직",근로기준
7012,서울시의 현재 인구는,서울특별시
7013,성북구청에서용미리왕릉식납골당까지택...,성북구
7014,병원 보건소 보건증 당일 받는법,의료보건제도
7015,보건증 항목,의료보건제도
7016,[30]보건증 발급에 관련되서 질문드립...,의료보건제도
7017,보건소 충치치료비용?,의료보건제도
7018,강북구보건소 임신확인해주나여 내공10...,의료보건제도
7019,보건소는 사업자등록번호가 있나요?,"취득세, 등록세"
7020,서울역에서 동서울 터미널까지 택시로...,서울특별시
7021,강동구청에서자양동혜민병원가는 버스?,자양동
7022,서울 심야버스 N16번 동대문역사문화...,신당동
7023,봉사활동 할 만한 곳좀..,면목동
7024,청소년증 과 임시청소년증 재발급 질문,"가족, 개인 민원"
7025,수워역 에서 광화문역 까지 가는 시간...,강남역
7026,압구정로데오역에서 압구정역 <-> 압...,압구정동
7027,구반포에서동부이촌동가기,이촌동
7028,토요일날 금천구청에서 광명역에,시흥동
7029,서울역에서 대방역까지 택시요금이 궁...,여행
7030,강남에서 돈안동 버스노선,삼선동
7031,뚝섬한강공원에 위치한 축구장(모래구...,축구
7032,청소년증의 용도를 알고 싶습니다,"아동, 청소년 복지"
7033,보건증 질문,의료보건제도
7034,보건증 발급,의료보건제도
7035,보건소 제증명 가능 여부,의료보건제도
7036,개봉푸르지오,개봉동
7037,서울시강남구꿈나무카드이용편의점찿기,개포동
7038,삼각지역창동옉소요시간,창동
7039,종로구계동일반쓰레기버리는요일,종로구
7040,종로구계동일반쓰레기버리는요일,종로구
7041,종로구계동일반쓰레기버리는 요일 좀...,종로구
7042,송파등소위치,송파구
7043,양천구청 주민센터 위치,양천구
7044,성수에서가까운고용쎈터는,성수동
7045,구로와 신림중에  강서구청에 더가까운...,강서구
7046,송파등기소위소지하철가려는대,송파구
7047,신림역에서 녹천1호 막차,신림동
7048,가산에서 신창전철막차 몇시까지있나요...,"지하철, 전철"
7049,자동차 이전관활 구청,자동차
7050,강남구보건소 현충일도하나요? 내일모...,"의료기관, 의료인"
7051,미성년자 보건증,제신고 민원
7052,보건증 재발급 관련,의료보건제도
7053,거여역에서 남한산성 가려면몇번출구로,거여동
7054,번1동재활용버리는요일,번동
7055,노량진역에서 서정리역까지전철급행소...,노량진동
7056,노원구 대형가구 무료 수거,노원구
7057,마포구 보건소 점심시간에도 보건증 발...,마포구
7058,평태역에서서울행 막차시간,서울특별시
7059,목동에서영등포구청,목동
7060,서울시강남구꿈나무카드이용식당찿기,개포동
7061,영등포역과인덕원역사이버스노선,강남역
7062,영등포역에서당산역한국인력공단가려면,당산동
7063,10시 30분 김유정역에 도착하려면  상...,강남역
7064,전철 잠원역에서 의정부역 몇시가 막차...,잠원동
7065,부모님 인감 증명서,가족관계 증명민원
7066,교통카드환승하고내릴때요!,"교통, 길찾기"
7067,지하철+버스 환승 질문,"시내, 광역 버스"
7068,자동차세 청구지 주소변경,자동차세
7069,음식물쓰레기,음식
7070,쓰레기 소각 신고,환경
7071,"중랑구,동대문구보건소중 우울증치료해...",동대문구
7072,아이핀 대면확인 절차가어케되나요?(내...,개인정보보호
7073,동사무소 아이핀 발급,개인정보보호
7074,동사무소 구청에서 세목별 과세증명서...,주민등록증 발급
7075,구청 시청 아르바이트,아르바이트
7076,"에코마일리지의 소개, 이 제도의 필요...","검색, 검색어 사용법"
7077,서울시청 대학생 아르바이트 질문이요!,아르바이트
7078,동사무소에서 어떤 서류에 고조부모 이...,사무지원
7079,남부터미널에서 동서울터비널가는 지하...,남부동
7080,서울 시내 버스 요금 오르는거 6월 1...,"시내, 광역 버스"
7081,보육료 신청 대상이 되나요,유아교육제도
7082,청소년증과 학생증,"사회, 정치"
7083,동사무소 무인발급기로 고등학교 생활...,사무지원
7084,어린이집퇴사시 구청에들어가는서류,소아청소년과
7085,"서울 지하철 9호선 주말, 공휴일 자전...",자전거
7086,동대문 디자인 플라자 DDP 정원 시...,동대문구
7087,사가정역에서2312타고송파cms가는길,송파구
7088,용산구청서고터가는버스노선,용산구
7089,서울 성붇구,서울특별시
7090,한강수상택시 운행중단되었나요?,서울특별시
7091,온양온천에서서울시 종로구 부암동162-...,종로구
7092,하겨역에서중계홈플러스,중계동
7093,강북구공공기관장소빌리기,강북구
7094,노랑진에서동암역소요시간,강남역
7095,을지로에서강일동오는막차시간알려주세...,을지로
7096,유한공고에서신촌세브란스앞노선,신촌동
7097,동붕구 수유시장에서 상계백병원 가는...,수유동
7098,독산역 빠르게 가느법 아시는분,독산동
7099,강남구청 민원상담실 전화번호를 알려...,강남구
7100,강남구청 민원상담실 전화번호를 알려...,강남구
7101,봉천역ㅡ도선사가는차편,봉천동
7102,이태원역에 등본발급기있나요,이태원동
7103,왕십리역에서 동아제약으로 나가는 출...,강남역
7104,지하철 노선좀 알려주세요,방이동
7105,주민등록증 장기 미발급,주민등록증 발급
7106,한강에텐트쳐두되나요,한강로
7107,한강여의도공원,국내여행
7108,반포한강음악분수  가는길,"교통, 길찾기"
7109,여의도 한강 수상택시 이용 질문이요,여의도동
7110,서울시당산역주민등록증무인발급기위치...,주민등록증 발급
7111,강서홈플러스에서  가양대교넘어 마포...,가양동
7112,금천구청 주차비,시흥동
7113,기차표예매 구청에도 하나요,"공연, 영화"
7114,보건증발급이요...,의료보건제도
7115,송파 1동 주민센터,송파동
7116,한강반포지구 자전거대여 시간,반포동
7117,양재천수영장,우면동
7118,서울시구로3동193-6영서연립205호위치,구로동
7119,마포구공용자전거가 없어졌나요,마포구
7120,한강위에 섬이 몇개있나요?,한강로
7121,구로구 음식물쓰레기 버리는날,구로구
7122,147번버스  첫차는장곡  초교몇시에.있...,"시내, 광역 버스"
7123,새절역명지대가는막차버스,"시내, 광역 버스"
7124,강서구 88체육관 가는 길,"교통, 길찾기"
7125,주민등록증 발급 과태료,주민등록증 발급
7126,북서울꿈의숲 147번 버스 막차,"꿈, 해몽"
7127,163번버스타고 회현역까지 내릴수있어...,회현동
7128,청소년교통카드,교통민원
7129,서대문구에서 우클레나 배울수있는 동...,서대문구
7130,보건증 인터넷발급,"의료기관, 의료인"
7131,보건증 청소년,의료보건제도
7132,상봉에서 남구로까지 가는시간,상봉동
7133,남산케이블카 운영,남산동
7134,방학동 신동아아파트~국민대학교가는길,방학동
7135,서울특별시푸른도시국자연생태과주소,서울특별시
7136,암사동ㄹㅅ데케슬에서종로6가가는버스...,종로
7137,방학동 신동아아파트~국민대학교가는길,방학동
7138,혜화에서4시30분에창동에 가는것심야버...,혜화동
7139,안산ㅡ가산디지털단지역1호선  4호선막...,가산동
7140,신분증발급하러갈때 엄마아빠가아닌 삼...,주민등록증 발급
7141,군인도 여권이 발급되나요?,해외여행
7142,제가 제주도에서 주민등록증을 잃어버...,주민등록증 발급
7143,미성년자 주민등록증발급질문,주민등록증 발급
7144,6638버스노선 광명시장에서 목동역까지...,광명시
7145,길찾기 도와주세요. 근처역에서 가는방...,상계동
7146,문화누리카드 사용할수있는곳,"취미, 오락, 문구류"
7147,남산타워에서 가로수길 가는방법?,생활
7148,자동차 등록증주소이전,자동차
7149,새주소 알려주세요,"민원, 행정"
7150,보건증 찾을때 필요한거,의료보건제도
7151,보건증 기간,의료보건제도
7152,장실일원동05번버스노선표,일원동
7153,청소년증 발급,"가족, 개인 민원"
7154,선진운수 702A번과 702B번 버스노선...,"시내, 광역 버스"
7155,자전거 지하철이용,"지하철, 전철"
7156,초보 지하철 노선도,"지하철, 전철"
7157,주민등록증 수령,주민등록증 발급
7158,서초역에서 충정로역 까지 지하철 시간,"지하철, 전철"
7159,서울시중랑구망우동우림시장길찻기,중랑구
7160,동사무소(주민센터) 유기견신고,정부기관
7161,동사무소5월25일쉬는날,사무지원
7162,전입신고할 동사무소 문의요,제신고 민원
7163,양천구청직장어린이집위치궁금해요,양천구
7164,보건증 발급후 받으러가야하는데,의료보건제도
7165,타지역 보건소 보건증조회,의료보건제도
7166,보건증 받는 기간이 있나요?,의료보건제도
7167,보건소 산전검사 문의,의료보건제도
7168,보건증대리수령,의료보건제도
7169,을지입구역에서 석계역까지 막차시간표,강남역
7170,8800을지로 입구에서 타도되나요,을지로
7171,동대문구청출근시간,동대문구
7172,금천구청에서신논현버스있나요,금천구
7173,용산에서 길음역까지 막차시간,길음동
7174,길동은평교회앞에서명일역가기,명일동
7175,서울종합운동장 정문에 가려면 몇번출...,서울특별시
7176,한남동새마을금고정류장서창덕궁가는길,한남동
7177,독산역 지하철2번출구에서 가산동327-4...,독산동
7178,양재시민의숲역에서 양재이마트 가는법,양재동
7179,신길동에서 가산동 대룡테크노타운12까...,가산동
7180,독산역 지하철2번출구에서 가산동327-4...,독산동
7181,신길동에서 가산동 대룡테크노타운12까...,가산동
7182,서초구청이 여권이 빨리나오나요?,서초구
7183,은평청소년수련관 5호차노선,은평구
7184,등촌시장가는길,목동
7185,교보문구에서 인사동까지 몇분걸리고...,서울특별시
7186,시림본동농협앞에서예술의전당가는차,본동
7187,이대에서 강남까지 머나요?? 지금 이대...,강남구
7188,12시 넘어서 사당에서 강남역 가는버스...,강남역
7189,상수역에서 서울역가는법,"교통, 길찾기"
7190,중계역에 물품보관함있나요?,중계동
7191,서울도성길스템프종이어디서받나요,서울특별시
7192,동서울터미널->둔촌동역으로 택비시 얼...,둔촌동
7193,"개명 허가 후, 신고 절차에 대해 질문...","가족, 개인 민원"
7194,카페 아르바이트하는데 보건증 꼭필요...,의료보건제도
7195,보건증 재발급,의료보건제도
7196,사당역에서 서초역까지 택시비얼마나오...,강남역
7197,동서울터미널에서 강남역까지,역삼동
7198,압구정역에서 압구정미성1차 걸어서 몇...,압구정동
7199,돈암동성당가는교통,돈암동
7200,돈암동성당가는교통,돈암동
7201,신놀현에서인사동,인사동
7202,신논현역에서인사동,인사동
7203,한강 물놀이터,한강로
7204,보건증!!,의료보건제도
7205,타지역 주민이 산전검사 저렴하게 할수...,의료보건제도
7206,신호등 고장신고,교통민원
7207,혼인신고 후 주소이전 관련 문의,제신고 민원
7208,sbs 등촌동 공개홀에서 화랑대역까지...,"시내, 광역 버스"
7209,"청소년증 버스,지하철 할인","아동, 청소년 복지"
7210,전입신고와 세대주 변경,제신고 민원
7211,위생교육필증,"교육, 학문"
7212,주민등록증 주소,"민원, 행정"
7213,주민등록증발급,기타
7214,주민등록증발급,주민등록증 발급
7215,서울 북촌한옥마을 가는방법,서울여행
7216,서울랜드 동대문 역사 문화 공원에서...,여행
7217,욱아보육료얼마?,"육아, 자녀교육"
7218,상봉에서경복궁가려면,"체험관광지, 유적지"
7219,서울시티투어버스(90S투어) 최초승차...,"시내, 광역 버스"
7220,보건증 발급,의료보건제도
7221,인감도장에 대해서,가족관계 증명민원
7222,전입신고..,제신고 민원
7223,법인명을바꾸면 자동차등록증도,주민등록증 발급
7224,개명시 필요한 서류,"가족, 개인 민원"
7225,민원24 전입신고,제신고 민원
7226,강남역에서삼성코에스가는길,"교통, 길찾기"
7227,영등포구 19-534 첫차,영등포구
7228,마포구 폐기물 처리에 관해 질문드려요,마포구
7229,동서울터미널에서 금천구가산동327-4...,가산동
7230,상봉에서경복궁가려고하는데요어덯게가...,상봉동
7231,반포대교 무지개분수 질문이요,반포동
7232,건대입구에서 뱅뱅사거리 가는 버스가...,건대입구
7233,공공근로 관련 질문입니다!,근로기준
7234,22일 잠실 종합운동장 입장시간,잠실동
7235,"인천에서 용산전쟁기념관가는법, 기념...",용산동
7236,기본증명서 등본으로 발급,가족관계 증명민원
7237,국세납세증명서 및 지방세 납부 증명서...,주민등록증 발급
7238,가족관계증명서  내공10,가족관계 증명민원
7239,큰아버지 등본을 제가 땔수 있을까요?,제신고 민원
7240,만13세 주민등록등본 발급가능한가요?,주민등록증 발급
7241,등본발급이여,주민등록증 발급
7242,여권기간연장할때,"여권, 비자 민원"
7243,가족관계  증명원,가족관계 증명민원
7244,여권만료일연장바로할수있나요?,"여권, 비자 민원"
7245,한부모가정 신청할수 있나요?,"가족, 개인 민원"
7246,여권만기  끝나면 어떻게해야하나요?,"여권, 비자 민원"
7247,주민센터 청소년증발급,주민등록증 발급
7248,동사무소세서요 등본 초본이용,가족관계 증명민원
7249,월계동 광운대근처 보건소가까운곳,월계동
7250,압구정동 갤러리아 백화점에서 김포공...,역삼동
7251,구파발에서 서울역,"교통, 길찾기"
7252,청담동 주민센터앞 우리은행앞 버스정...,청담동
7253,급급ㅠㅠ 주민등록증 사진이랑 운전면...,"사진 촬영, 편집"
7254,주민등록증 재발급(문의),주민등록증 발급
7255,독산역에서   청량리  시간표,"교통, 길찾기"
7256,여권 만드는 방법 알려주세요,"여권, 비자 민원"
7257,일반음식점 영업신고에 대한 질문.,"마케팅, 영업"
7258,문화누리카드..,신용카드
7259,문화누리카드,"엔터테인먼트, 예술"
7260,서울숲에서 남산까지 걸어서 몇시간 걸...,국내여행
7261,남산 한옥마을 타임 캡슐,남산동
7262,미용사면허증발급,"미용 자격증, 학원"
7263,민방위 재난훈련  ?  1년에 몇번 ?,재난재해
7264,보건증!!,의료보건제도
7265,강남역에서 언주역까지 택시 요금?,강남역
7266,중계동 봉사(6명),중계동
7267,봉천동에서 영락고등학교,봉천동
7268,서울 노원역에서 보람아파트로 가면 택...,노원구
7269,보건증 발급,의료보건제도
7270,청소년 보건증 급함,의료보건제도
7271,개명질문좀요,"작명, 이름풀이"
7272,생년월일 정정신고,제신고 민원
7273,서울시 무인무료 자전거 대여소 이용,교통민원
7274,다른 동네 동사무소,생활
7275,관악구청 보건소,신림동
7276,신촌 무인민원발급기,신촌동
7277,서울남부터미널부터 양천향교까지,양천구
7278,동대문구 답십리 도서관 여는 시간,동대문구
7279,티머니 청소년등록,홍대입구
7280,낙원상가 석가탄신일에 여나요?,낙원동
7281,북촌한옥마을에서 명동으로가는방법,명동
7282,중랑교쪽에 자전거 대여소 있나요?,장안동
7283,공원이강남구에 몇개나되나요?,강남구
7284,청량리역에서 한양대거리,청량리동
7285,청랴리역에서성균관대노선,강남역
7286,지하철 노량진역->종합운동장 가는 급...,노량진동
7287,신목동 에서 공덕가기,공덕동
7288,보건소검사,의료보건제도
7289,건강진단서 2~3년지났는데  재발급 되...,의료보건제도
7290,출산후 보건소에서 돈주나요?,의료보건제도
7291,버스와지하철의대해서,자동차
7292,9호선국회의사당나가는곳,국회의원선거
7293,사망신고를하고 금강원에 가야되나요?,제신고 민원
7294,사망신고에 대해,"사회, 정치"
7295,친오빠가 전입신고를 대리로 할 수 있...,부동산
7296,전입신고 안하면 벌금내나요?,부동산
7297,전입신고 관련,제신고 민원
7298,전입신고 시 구비서류?,제신고 민원
7299,제가 정말 급해요ㅠㅠ내일 보건증을 내...,제신고 민원
7300,제가 회사를다니는데직원보건증을 보관...,의료보건제도
7301,보건증경과,의료보건제도
7302,이름 한자변경시 (개명),"가족, 개인 민원"
7303,출생신고당시 한자 이름 다른 한자로...,제신고 민원
7304,생년월일정정 인우보증서,"재판, 소송 절차"
7305,주민등록증과 호적의 생년월일이 틀린...,주민등록증 발급
7306,생년월일 정정(출생신고 기간),제신고 민원
7307,생년월일 변경하는방법(내공100),"법, 법률"
7308,주민등록초본 발급,주민등록증 발급
7309,강남역에어동부이촌동금강병원가는길,이촌동
7310,현대미아점에서길음뉴타운4단지가는길,"교통, 길찾기"
7311,동작구상1동가는길,"교통, 길찾기"
7312,합정에서 종각가는길,"교통, 길찾기"
7313,담배꽁초 과태료 기한,"형벌, 형집행"
7314,양육수당 제3자수령,가족관계 증명민원
7315,문화누리카드 사용처 질문,신용카드
7316,청소년증 혜택 어떤 것이 있나요?,"아동, 청소년 복지"
7317,제가구로보건소에서본건증을뗏는데,의료보건제도
7318,도봉보건소 광견병 접종 기간,의료보건제도
7319,보건증 발급,의료보건제도
7320,관악 구 봉천동908-7번지1층가는길,봉천동
7321,신림역에서 정능동국민대를가려면,신림동
7322,사다멱에서강서구청가는길,강서구
7323,삼각지역 물품보관함있어요? 자전거x,한강로
7324,당산역에서 목5동까지,당산동
7325,동국대에서 불광역가는 버스 없나요?,불광동
7326,청량리에서 대구가는무궁화열차 시간표...,청량리동
7327,서울특별시금천구독산4동에서 홍대입구...,독산동
7328,서울특별시금천구독산4동에서 홍대입구...,홍대입구
7329,부동산중계수수료,주민등록증 발급
7330,주말에 혼인신고 가능한가요,제신고 민원
7331,주민등록증 재발급,주민등록증 발급
7332,임대사업등록증재발급어디서받나요,주민등록증 발급
7333,여권갱신 어떻게?,"여권, 비자 민원"
7334,출생신고문의요,제신고 민원
7335,까치산에서 홍대가려면 몇번 버스 타고...,서교동
7336,가락시장에서  성동구치소 가깝나요,성동구
7337,160번버스영등포에서도봉산가려면어디...,영등포구
7338,하계역에서잠실체육관까지,서울특별시
7339,가족관계증명서 무인발급기로 발급이...,가족관계 증명민원
7340,건강진단서,의료보건제도
7341,인처시남구보건소위치,의료보건제도
7342,보건소에서도당뇨체크해주시나,의료보건제도
7343,하계동에서 목동이대병원 가는데 시간...,하계동
7344,중계동에서 창동까지요~~,중계동
7345,노원에7호선강남역막차몇시에있나요,강남역
7346,종로구 숭인동 쓰레기 배출일,숭인동
7347,어린이대공원,능동
7348,동대문에서양재역 막차,동대문구
7349,경복궁내드라마촬영이가능한가요?,드라마
7350,보건증 인터넷으로 발급받으려면,의료보건제도
7351,보건증발급,의료보건제도
7352,141번버스타구 개포동한신에서 고대역...,개포동
7353,금천구에서 버스로 동대문DDP 가는...,동대문구
7354,가락경찰병원가는차편,가락동
7355,서대문역에서서대문형무소가는길,서대문구
7356,대림아미고빌몇동,대림동
7357,서울시청역 부근에서 창동역 방향 버스...,태평로
7358,주민센터 카드결제,주민등록증 발급
7359,사당나눔장터에옷을팔려면,사당동
7360,금천구청도서관 이용 질문,금천구
7361,구청이나 시청에서 시설 빌릴수있나요?...,사회복지
7362,독산동고개서관악구청가는길,관악구
7363,성북구청 야간이나 휴일에 여권신청 문...,"여권, 비자 민원"
7364,강남구청역에서 부평구청행 7호선 막차...,부평구
7365,"서울에, 자궁초음파 검사해주는 보건소...",의료보건제도
7366,보건소 산모도우미 신청하면 이용할 수...,사회복지
7367,보건소 산후도우미,"출산, 산후조리"
7368,휘경공고근처역,휘경동
7369,여권 대리 수령에대해서,생활
7370,캐릭터 해치,애니메이션
7371,각종 서류를 어디서 발급받는지 알려주...,주민등록증 발급
7372,전자여권 기간 만료,"여권, 비자 민원"
7373,오토바이 번호판 폐지,교통민원
7374,출생신고!,"사회, 정치"
7375,사망신고는 거주지에서 해야하나요?,제신고 민원
7376,길동 에서동서울버스노선표,문서관리소프트웨어
7377,미아 방통 북부학습관에서 서울온천 가...,"시내, 광역 버스"
7378,서울시 성동구 마조로 근처 지하철역,"교통, 길찾기"
7379,민증발급 꼭 거주지 주민센터에서 발급...,주민등록증 발급
7380,양천구청에서 몇번출구로  나가야 출입...,양천구
7381,면허딸때 신체검사하잔아요  보건소 가...,"신체검사, 병역판정"
7382,용산구청 보건소 여는시간이 몇시부터...,용산구
7383,보건증 재발급 질문,의료보건제도
7384,한국외대에서 한양대까지,이문동
7385,주민센터 폐기물스티커 발급을 안해준...,신대방동
7386,장위동에서한양도성찿아가는방법좀알려...,장위동
7387,사가정에서장 안2동주민 센타갈려먼,장안동
7388,하나은행 응봉지점에서 황학동이마트...,황학동
7389,경복궁 쉽게찾아오는 방법,네이버사용법
7390,마이핀에대해,기타
7391,외국인등록증으로 자동차이전가능한가...,기타
7392,마포구청 주차장 주말에 무료인가요?,상암동
7393,서울시립도서관 도서 대출. 서울 외 거...,서울특별시
7394,종로구 숭인동 동사무소쉬는날,숭인동
7395,서울시도서관 대출증,서울특별시
7396,서울역에서 양재까지 가는법,우면동
7397,서울시 하반기 공공근로사업,서울특별시
7398,(보건증 질문)광진구 광장동에 살고있...,광장동
7399,146번 버스. .강남역에서 군자교까지...,강남역
7400,주소이전 동사무소 알려주세오,봉천동
7401,보건증 재발급,의료보건제도
7402,보건증 재발급,의료보건제도
7403,보건증 검사를 했는데 다른 구 보건소...,의료보건제도
7404,청소년증 만들기,요리류
7405,동대문구청등록소위치,동대문구
7406,동대문구청등록소위치주소,동대문구
7407,연신내에서 가까운 보건소,"의료기관, 의료인"
7408,"서울에, 자궁초음파 검사해주는 보건소...","의료기관, 의료인"
7409,3일넘게 오른쪽 팔이 아파요ㅠㅠ정형외...,정형외과
7410,보건증 재발급 문의,의료보건제도
7411,보건증 발급에 관해~,의료보건제도
7412,학생보건증 뗄려면,의료보건제도
7413,학생 보건증 땔데,의료보건제도
7414,전입신고를 못했는데요 벌금이 얼마나...,제신고 민원
7415,청소년 여권발급,"여권, 비자 민원"
7416,강북구보건소빠른길찿기,강북구
7417,효창공원 개장시간이 몇시부터 몇시인...,효창동
7418,효창공원 개장시간이 몇시부터 몇시인...,효창동
7419,중랑역 가는방법좀. . . ㅜ,서울특별시
7420,제기동에서성동경찰 서가는노선,제기동
7421,공항서 황학동 주민센타 가려면,황학동
7422,영등포구청역 주변,당산동
7423,서울강부구보건소위치,서울특별시
7424,보건증 발급까지 걸리는 시간좀 알려주...,의료보건제도
7425,보건증빨리발급받을수있는곳,건강
7426,주민등록증 벌금,주민등록증 발급
7427,인감증명서류,가족관계 증명민원
7428,혼인관계증명서,가족관계 증명민원
7429,마포대교에 불 들어오잖아요,마포구
7430,용산구 가는법,이태원동
7431,가산디지털역에서 급행 10시43분 병정...,가산동
7432,영등포구청점심시간,영등포구
7433,주민센터에서 신원조회 해주나요?,주민등록증 발급
7434,보건증발급,의료보건제도
7435,보건증 재발급 해야하나요??,의료보건제도
7436,북서울 꿈의숲 바자회언제하나요?????,번동
7437,잠실→강남,강남역
7438,은평구구산동목동홍익병원가는길,구산동
7439,석겨역에서  상봉역 까지  버스 노선,강남역
7440,이촌역에서 서빙고역까지 가는 버스,서빙고동
7441,한강다리몆개나되나요,한강로
7442,버스 막차 시간,대치동
7443,창경궁 야간개장 문의해요,와룡동
7444,경복궁 야간개장,"체험관광지, 유적지"
7445,양재벼룩시장,"쇼핑몰, 시장"
7446,문화누리카드 사용법좀요...ㅠ,신용카드
7447,강남구수서꿈나무카드가맹점,신용카드
7448,주민등록무인발급기도곡역몇번출구에있...,주민등록증 발급
7449,서울시 강서구 화곡본동 98-259 1동 그...,부동산
7450,서울시관악구양녕로16길43,본동
7451,종로구청에서 미성년자 마이핀 발급가...,주민등록증 발급
7452,잠원동에 소재지의 매장은 구청은 어디...,잠원동
7453,잠실 송파구청역에서,잠실동
7454,보건소 영업,의료상담
7455,보건증 수령,의료보건제도
7456,미성연자도 혼인신고가 되나요?,제신고 민원
7457,미성연자도 혼인신고가 되나요?,제신고 민원
7458,주민등록증 기간,주민등록증 발급
7459,만 18세 여권발급 준비물 질문,"여권, 비자 민원"
7460,한전아트썬터가는길,"교통, 길찾기"
7461,오목교역에사명동역가는길,"교통, 길찾기"
7462,수유리한전병원가는길노선,"교통, 길찾기"
7463,서울 버스비가격,"시내, 광역 버스"
7464,보건증 서류,의료보건제도
7465,카페에서일할때보건증이필요한가요??,의료보건제도
7466,서초 벼룩시장 수익금 절반 기부해야하...,서초구
7467,문화누리카드로 기차표 예매 되나요?,국민기초생활보장
7468,꿈나무카드 발급,기타
7469,청소년증..,교육
7470,경복궁 근로자의 날 쉬나요,근로기준
7471,경복궁야간개장,"체험관광지, 유적지"
7472,경복궁 야간개장말고,"체험관광지, 유적지"
7473,공공근로 빨간날,"민원, 행정"
7474,서울시동대문구꿈나무카드이용식당찿기,동대문구
7475,서울시청(),"교통, 길찾기"
7476,가양에서 양천구청역까지 뻐스있나요?,양천구
7477,타지역사람 서울보건증뽑을수잇는곳좀,서울특별시
7478,보건소 매독 검사받고 결과 언제나오나...,"의료기관, 의료인"
7479,보건소 보건증 질문 급해요 ..,"대장, 항문 외과"
7480,보건소 혈액형검사&비용,혈액종양내과
7481,보건소에서 성병검사나 피검사받으려면,사람과 그룹
7482,보건소에 td맞는거,의료보건제도
7483,보건소 매독 검사받고 결과 언제나오나...,의료보건제도
7484,보건증.. 질문 급해요,의료보건제도
7485,보건소에서 치매검사를 받으면 비용이...,의료보건제도
7486,경복궁 야간개장 현장구매,"공연, 영화"
7487,문화누리 카드 발급하는곳,취미
7488,주민초본 아무동사무소에서도. 되나요?,주민등록증 발급
7489,성북구청업무시간,"여권, 비자 민원"
7490,보건증......,의료보건제도
7491,보건증끊는데...,생활
7492,공공근로는 근로자의 날 쉬나요??,"고용, 노동"
7493,밖에서 모르는거 있을때 다산콜 잇자나...,기타
7494,여권비용에 대해서 궁금합니다.,"여권, 비자 민원"
7495,만 19세 혼인신고,"연애, 결혼"
7496,쌍문역에서선능역버스노선,강남역
7497,차량명의이전 질문이요!!!,자동차구입
7498,꽁초무단투기,제신고 민원
7499,경복궁 한복 무료대여,의류
7500,민방위훈련 1시간받아도대는지  3년차...,민방위훈련
7501,보건증재발급,건강
7502,보건증 갱신 하려면 다시 검사 받아야...,의료보건제도
7503,9호선 동작역  일반과 급행 승강장이다...,일반전화
7504,보건증 인터넷발급,의료보건제도
7505,보건증에 관해서 ㅜㅠ 급해요,의료보건제도
7506,보건증제발급 문제요,의료보건제도
7507,보건증 발급,의료보건제도
7508,진단서 당일이 아니라 다른날에도 발급...,의료보건제도
7509,지방세 세목별 과세증명서 발급에 대한...,주민등록증 발급
7510,여권을 잃어버렸어요,"여권, 비자 민원"
7511,경복궁/창경궁 야간개장 예매,생활
7512,경복궁4거리부터조게사까지가는버스,무예투기
7513,마이핀 발급?,신용카드
7514,문화누리카드를등록할여고합니다 도와...,인터넷
7515,문화누리카드,"문화, 예술"
7516,서울특별시보문동 꿈나무카드,기타
7517,꿈나무카드사용하는데이사가면어떻게됭...,이사
7518,통신판매업 변경신고 과태료 ㅠㅠㅠ,"형벌, 형집행"
7519,서울에있는남산쉽게올라갈수있는방향좀...,서울특별시
7520,새주소(도로명 주소) → 구주소(지번...,"민원, 행정"
7521,공공근로신청,근로기준
7522,동사무소 마이핀 발급,비산동
7523,동사무소 공공근로,근로기준
7524,암화자보건소에서받는혜택,의료보건제도
7525,보건증발급,의료보건제도
7526,보건증 직접받으러 못갈때...,의료보건제도
7527,출생신고서,제신고 민원
7528,도봉구민회관 도서실,도봉동
7529,남산타워!!!,"교통, 길찾기"
7530,남산 N서울타워 갈려고하는데요~,남산동
7531,염리동 주민센터몃시까지 하나요,염리동
7532,토요일 주민센터,정부기관
